year,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2080,0.152961253353506,0.72361152403861,1.76579474352091,3.19436527239211,4.76317824621121,6.46641442071505,8.1361095586032,10.4321950695049,12.7571336121085,14.7101398261449,16.3879545111777,17.6416469745032,18.5358277325574,19.1990060081649
2081,0.152027562260991,0.862226710929644,2.00144484611285,3.4715880126624,5.13659423389359,6.76338088469386,8.39667941428515,10.8299159574656,12.8755015830058,14.849901381951,16.4511677554243,17.7929113773524,18.7778860454233,19.4721427541432
2082,0.111216390636138,0.740209936843423,2.01085859149876,3.47836564290921,5.08253274751052,6.72018443807839,8.21370032776089,10.9458342658478,13.0932555201982,14.820068013374,16.4345052801777,17.7127479344456,18.765353769476,19.5284548562666
2083,0.093793155389111,0.579300924660774,1.73092582594753,3.34576883642584,4.91033581329161,6.45953278145206,7.93971493385479,10.7706213028967,13.1855890316097,14.9944171797677,16.4054314513531,17.6955300779894,18.699633577242,19.5161727969092
2084,0.075046158024439,0.472171975717951,1.37208931569914,2.84403663213254,4.54174935444756,6.02107162782112,7.39906946411412,10.2707168515411,12.7668921502509,14.7899260880652,16.2571314280752,17.383648551009,18.4355392758814,19.2650065515812
2085,0.104906746922529,0.503814795063999,1.36495182031998,2.66545844333144,4.3660148394449,6.08200945739955,7.4651828905335,9.8601463893871,12.4309232116287,14.5436155483147,16.1951483358656,17.3653600005108,18.2501963077582,19.0948921464646
2086,0.11216180725036,0.61514986598848,1.45263715764847,2.7047501390498,4.23638283977424,5.98808725554285,7.60761384516187,9.98200946299806,12.1316223237132,14.3184159146636,16.0467713024828,17.3634443620695,18.2807115007008,18.9708001855237
2087,0.143447178098997,0.722008575033894,1.786487867032,3.02015799200719,4.53643041436677,6.16711779347513,7.87311073653306,10.2362846630603,12.3670058302161,14.2027047708571,16.0022530785542,17.3856470354837,18.4199918117905,19.1316550225723
2088,0.122682447631742,0.753609301398152,1.86123069774923,3.30697925226356,4.71273684597563,6.26434604271434,7.80947248766935,10.5315858265353,12.6385483251768,14.449117659311,15.9573871141517,17.3982709106699,18.4842860351639,19.2853789589531
2089,0.110493574110763,0.660672242448299,1.84616505915595,3.30915610733246,4.90827268060201,6.31167840683723,7.75993361565699,10.2991769720958,12.705637295055,14.4776102301901,15.9526305095298,17.1535977643525,18.2896383134132,19.1634929252137
