year Weight 1 2 3 4 5 6 7 8 9 10 11 12 13 14
1992 "Obs 1" 0.6629999999999999 1.318 4.6 6.558 9.342 11.285 12.322000000000001 14.77 14.77 14.77    
1992 "Obs 2" 0.815 1.916 4.916 7.359 9.744 11.498 12.474 15.117 15.117 15.117    
1993 "Obs 1" 0.703 1.385 4.2780000000000005 6.574 8.066 10.815 11.945 13.421 16.53 16.53    
1993 "Obs 2" 0.871 2.043 4.508 6.8660000000000005 8.431000000000001 10.942 12.147 13.645999999999999 16.53 16.53    
1994 "Obs 1" 0.605 1.754 4.189 7.72 9.722000000000001 12.100999999999999 12.844000000000001 15.859000000000002 15.859000000000002 15.859000000000002    
1994 "Obs 2" 0.8740000000000001 2.0 4.492 7.926 10.092 12.212 13.072000000000001 15.865 15.865 15.865    
1995 "Obs 1" 0.612 1.444 4.346 7.452000000000001 9.14 10.645999999999999 13.908 14.147 14.147 14.147    
1995 "Obs 2" 0.8059999999999999 1.973 4.5889999999999995 7.56 9.75 11.152000000000001 13.982999999999999 14.147 14.147 14.147    
1996 "Obs 1" 0.6729999999999999 1.2830000000000001 4.471 6.747000000000001 9.877 11.424000000000001 12.847999999999999 12.847999999999999 12.847999999999999 12.847999999999999    
1996 "Obs 2" 0.787 1.8769999999999998 4.638999999999999 6.997000000000001 9.854 11.407 13.04 10.363 10.363 10.363    
1997 "Obs 1" 0.47 1.41 4.079 7.112 9.044 11.155999999999999 13.73 13.623 13.623 13.623    
1997 "Obs 2" 0.7709999999999999 2.039 4.516 7.388999999999999 9.719 11.82 14.367 13.687000000000001 13.687000000000001 13.687000000000001    
1998 "Obs 1" 0.42100000000000004 1.314 4.34 6.676 9.302999999999999 11.172 12.369000000000002 14.205 17.160999999999998 14.02    
1998 "Obs 2" 0.853 1.896 4.461 6.881 9.329 11.216 13.904000000000002 14.573 17.160999999999998 14.02    
1999 "Obs 1" 0.778 1.5419999999999998 4.252 7.126 8.7 11.142000000000001 13.978 17.463 17.159000000000002 17.159000000000002    
1999 "Obs 2" 0.993 2.0980000000000003 4.495 7.3260000000000005 8.945 11.255 13.877 15.988 15.988 17.159000000000002    
2000 "Obs 1" 0.561 1.696 4.223 6.627000000000001 9.326 10.505 11.115 13.565999999999999 13.565999999999999 13.565999999999999    
2000 "Obs 2" 0.863 2.541 4.629 7.042000000000001 9.502 10.66 11.745999999999999 14.475999999999999 14.72 14.72    
2001 "Obs 1" 0.63 1.455 4.904 7.872000000000001 10.192 11.613 13.174000000000001 14.715 16.311 16.311    
2001 "Obs 2" 0.794 2.029 5.112 7.858 9.832 11.423 13.206 14.879000000000001 16.311 16.311    
2002 "Obs 1" 0.35200000000000004 1.2570000000000001 4.452 7.046 9.4 10.614 12.637 14.949000000000002 14.949000000000002 14.949000000000002    
2002 "Obs 2" 0.757 1.88 4.728 6.763999999999999 9.36 10.774000000000001 12.876 13.463 13.719000000000001 14.3    
2003 "Obs 1" 0.48200000000000004 1.327 4.111000000000001 6.601 9.183 10.635 12.047 15.832 15.832 15.832    
2003 "Obs 2" 0.889 1.844 4.274 6.667000000000001 9.506 11.064 12.04 12.762 11.139000000000001 11.139000000000001    
2004 "Obs 1" 0.591 1.258 4.053 6.7589999999999995 9.372 10.158 11.68 13.85 13.85 13.85    
2004 "Obs 2" 0.884 2.177 4.543 7.0729999999999995 9.435 10.802 11.985 14.115 14.115 12.468    
2005 "Obs 1" 0.588 1.6880000000000002 4.075 5.945 9.017999999999999 11.333 11.487 13.772 13.772 13.772    
2005 "Obs 2" 0.7759999999999999 2.1180000000000003 3.907 6.167999999999999 9.193999999999999 11.544 10.037 12.657 13.835 13.835    
2006 "Obs 1" 0.703 1.216 4.2330000000000005 6.819 8.895 11.487 11.411 12.703 12.703 12.703    
2006 "Obs 2" 0.789 1.7930000000000001 4.716 7.404 9.186 11.645999999999999 12.312999999999999 12.699000000000002 12.699000000000002 12.699000000000002    
2007 "Obs 1" 0.722 1.399 3.7939999999999996 6.99 9.809 12.273 15.042 14.465 14.795 14.795    
2007 "Obs 2" 0.772 1.6569999999999998 4.276 7.462999999999999 9.697000000000001 11.863 12.440999999999999 13.953 15.046 15.046    
2008 "Obs 1" 0.8690000000000001 1.449 4.188 6.896 8.881 11.543 13.624 10.045 13.763 13.763    
2008 "Obs 2" 0.847 1.804 4.541 7.164 9.229 11.095 13.47 12.807 15.177999999999999 16.086    
2009 "Obs 1" 0.938 1.629 3.865 6.557 8.985 10.567 12.981 12.981 12.981 12.981    
2009 "Obs 2" 0.9229999999999999 2.384 4.248 6.721 8.895 10.584000000000001 10.342 10.497 16.169 14.56    
2010 "Obs 1" 0.8190000000000001 1.4240000000000002 4.373 6.984 9.891 11.663 12.575 13.085 13.085 13.085    
2010 "Obs 2" 0.853 2.226 4.789 7.285 9.975 11.948 12.187999999999999 14.489 15.119000000000002 15.119000000000002    
2011 "Obs 1" 0.374 1.214 4.198 7.239 9.404 11.039000000000001 12.785 12.785 12.785 12.785    
2011 "Obs 2" 0.532 1.449 4.551 7.745 9.524 10.597000000000001 12.749 10.595 10.595 10.595    
2012 "Obs 1" 1.005 1.224 3.534 7.332999999999999 10.404000000000002 11.702 13.727 12.663 16.045 16.174    
2012 "Obs 2" 1.093 1.712 3.51 7.077000000000001 10.196 12.232000000000001 14.106 13.929 11.214 16.248    
2013 "Obs 1" 0.49700000000000005 1.3769999999999998 3.747 6.805 8.491 9.945 9.897 17.158 17.158 17.158    
2013 "Obs 2" 0.982 2.1590000000000003 4.087 6.977 8.363 10.479000000000001 11.904000000000002 16.384 12.989 12.989    
2014 "Obs 1" 0.46399999999999997 1.6540000000000001 3.7880000000000003 6.53 9.074 10.584000000000001 11.610999999999999 12.285 12.285 12.285    
2014 "Obs 2" 0.8109999999999999 2.454 4.726 7.228 9.113999999999999 11.08 12.014000000000001 16.659000000000002 16.659000000000002 16.659000000000002    
2015 "Obs 1" 1.161 1.3090000000000002 4.079 8.517000000000001 10.105 10.661 12.288 13.134 13.134 13.134    
2015 "Obs 2" 0.915 1.838 4.144 7.98 9.539 10.719000000000001 11.890999999999998 12.415999999999999 16.165 16.165    
2016 "Obs 1" 0.647 1.31 3.6830000000000003 6.7 10.573 11.453 12.927999999999999 16.875 16.435 16.435    
2016 "Obs 2" 0.85 1.9909999999999999 4.367 7.167000000000001 9.198 11.130999999999998 10.912 14.379000000000001 17.083 17.083    
2017 "Obs 1" 0.299 1.5430000000000001 3.363 6.191 6.376 10.606 12.327 12.793 17.514 17.514    
2017 "Obs 2" 0.966 2.16 3.991 7.057 8.716000000000001 9.276 10.517999999999999 11.235999999999999 12.279000000000002 12.279000000000002    
2018 "Obs 1" 0.539 1.3559999999999999 3.7060000000000004 5.465 9.146 10.237 12.432 14.449000000000002 16.486 16.486    
2018 "Obs 2" 0.909 2.1430000000000002 4.334 6.795 9.18 10.006 12.565 13.675999999999998 13.120999999999999 14.725999999999999    
