year,age1,age2,age3,age4,age5,age6,age7,age8,age9,age10
2060,0.571514016647352,2.39517030913699,4.98848722000415,7.66184609620311,10.0356760274903,11.9376914748992,13.4743249848375,14.6281212645704,15.5501620680382,16.2744667809354
2061,0.575341987013373,2.42703331150356,4.9976813216789,7.65731239128272,10.0306428480291,11.9784244326179,13.4834674947254,14.6914853183856,15.5726236673658,16.3098965640711
2062,0.556487860247886,2.42286075947369,5.01713261774351,7.66120796657725,10.0289001736159,11.9623742465234,13.4967977807383,14.6851086430488,15.6521098078544,16.3790924407439
2063,0.575865215929876,2.42358403027522,5.08021015378872,7.77359514379242,10.1274357198562,12.0784408204277,13.6252019316271,14.8629101570257,15.762417029232,16.5187037001453
2064,0.548700420232086,2.43108740410796,5.0918652759077,7.87384181052155,10.3087851616674,12.2821277399395,13.8476291554685,15.0687685963284,16.0249595654652,16.7445280884417
2065,0.543740810784126,2.36576820510416,5.11866714156659,7.91623748970097,10.449453987507,12.5099707830359,14.11371230679,15.3613770802299,16.3021803387701,17.0314078434865
2066,0.580858570361645,2.29721521623661,4.83974417499796,7.60467270018085,9.98576133385027,12.0006095026874,13.5817705661333,14.822886098319,15.8129861618314,16.6669638310611
2067,0.574183979550162,2.42334470137283,4.81987727245288,7.40656448257663,9.8145613387514,11.7707174698333,13.3624216341023,14.5926265094335,15.5872093135058,16.4167604629729
2068,0.576004787174273,2.37244901031532,4.90913508889211,7.35612880331735,9.64297409489802,11.6075373896098,13.1557174536713,14.3792192469918,15.3789058612162,16.1616788281258
2069,0.576652138938858,2.3652426913517,4.7763001998747,7.29416628256385,9.39349044435649,11.215749982533,12.7316473614112,13.9244099486657,14.9390006441927,15.7703592489057
2070,0.57217317653918,2.44219051804387,4.91522713719311,7.43113462458263,9.66910927508064,11.384370917899,12.8507793076584,14.0366136886012,14.9694914935886,15.7530915110614
2071,0.566867576869256,2.43929077496029,5.060754759233,7.6419634786571,9.88921239808056,11.7796052023029,13.1299992786451,14.2424244523026,15.1624437234077,15.9062635611605
2072,0.586979017508763,2.40943493674778,4.98383467240307,7.62355664151817,9.87269638271778,11.676909583886,13.1251077016345,14.1849367930197,15.033549763538,15.70563327691
2073,0.576687150757468,2.47882481352855,5.01321359969819,7.68685076025459,10.0350338823278,11.891447513642,13.3370836085929,14.4304548954436,15.2079740932575,15.9140576838515
2074,0.575924163898187,2.42387575331495,5.06031128156213,7.65038045332851,10.0086980248904,11.9149869702588,13.379424684368,14.5251774600288,15.3993658029863,16.0205207271193
2075,0.584312818932757,2.37429749062241,4.8539599776035,7.4311438786635,9.61086448518984,11.4860502237725,12.9673875225353,14.0719841835527,14.9836312881911,15.6990796869985
2076,0.586392676022146,2.36874369699773,4.72286358839162,7.14531091832887,9.34746268316686,11.0826818988892,12.5019723090928,13.6250771495008,14.4968943176536,15.2103371426497
2077,0.582190864108604,2.4211874377395,4.82303314704191,7.19411489075296,9.33635787553999,11.1157244741495,12.4570698412714,13.5673656506306,14.4346981321369,15.1267813525306
2078,0.574256873621528,2.41812507720613,4.90043109883235,7.29866172613829,9.38177330341321,11.1329008323373,12.5545216873528,13.6018822277663,14.4414626878897,15.2125207923107
2079,0.590014577403852,2.362592328654,4.80014376065818,7.24809011325329,9.31684942319128,10.9736872955656,12.3323692020749,13.3987156199405,14.2087470532912,14.8768751769409
2080,0.574275803819335,2.43032020582589,4.84740175938162,7.31323702563819,9.46030612025033,11.136423991902,12.4456004326735,13.5019349605298,14.3617227393697,15.0179979759422
2081,0.572556562998281,2.33441135470815,4.78376499016252,7.14421598859029,9.2583120942387,10.9565584225378,12.2671740495116,13.2761956245175,14.1339055919284,14.8250949597186
2082,0.57499277854415,2.32275479790416,4.62543134145712,6.99385635234711,8.95606106138157,10.6530675495467,11.9788500920158,13.0011400919626,13.8064734706559,14.5095031055843
2083,0.58554778779081,2.36945127612158,4.68881488399233,6.97394609866298,9.02189559839295,10.6215744655896,11.891314050804,12.9146387251357,13.7080927115539,14.3469891433508
2084,0.583869510385635,2.37528137612628,4.71068765289333,6.99305328736684,8.93367422945582,10.5931067940974,11.8119482391483,12.8220851228133,13.6031824837357,14.2139201787588
2085,0.573127342178036,2.40165679860321,4.80738477976448,7.15515440097466,9.16334553114415,10.7773388937366,12.0802495119021,13.0569301358831,13.8620561696284,14.456929050242
2086,0.580617494882903,2.34914250662576,4.75096924173037,7.10047981415402,9.11321386520034,10.7197256279013,11.9781631487825,12.9779762435675,13.7468902231441,14.3359221429639
2087,0.581321621431078,2.34018547801327,4.61636872210746,6.94086459251849,8.93480284777058,10.518038541878,11.7614548243741,12.7313405768519,13.5021391987268,14.0817617358744
2088,0.578714221326135,2.41357799870891,4.78132616978394,7.07793838864323,9.10587304923275,10.7301688091545,11.9924775503144,12.9140815483794,13.6653539373345,14.2868594082766
2089,0.57323894757328,2.42898513949899,4.92982352682595,7.320071791378,9.37288672772961,11.0695056308365,12.3863947530275,13.3767527001116,14.1503139339265,14.7613551262925
2090,0.58972208570989,2.35296766977052,4.79092371105454,7.24325444614213,9.28111493562204,10.9103126426099,12.2247798791633,13.2385197174081,14.01766595317,14.6244782832073
2091,0.587346815770649,2.4392834432542,4.82143800708311,7.27371655964943,9.39696821703979,11.0513401532515,12.3136983460127,13.3338786669176,14.1077547504517,14.6980719157522
2092,0.581251043675578,2.41012666734687,4.85774945735015,7.21693460526746,9.32815025867191,11.0331982338823,12.3133015740807,13.2957445765746,14.1001874857027,14.7034811412846
2093,0.577242095866526,2.4288318996384,4.95884222222413,7.46718338502926,9.57343599468993,11.3154482977936,12.6745419478766,13.7000964222992,14.4305581904315,15.0436799106655
2094,0.575938720725655,2.34885418414906,4.81222926873868,7.28078916640828,9.42703596284174,11.086040819269,12.4452388630879,13.4910374703825,14.2991718690684,14.9815292319092
2095,0.576833194359494,2.32853741329339,4.68009250897681,7.09768207800219,9.18193844910095,10.9034213851418,12.1919400259117,13.2449203803522,14.0630939592479,14.7600636559895
2096,0.578148005684288,2.37666211891365,4.69135362993718,7.00772442565421,9.06362480219119,10.7480201514427,12.0722493726754,13.0777245901875,13.923876245178,14.6331098684172
2097,0.576774056335605,2.35688150481182,4.6869674305275,6.96920780472247,8.96482006097282,10.6156764395161,11.9052348198612,12.9156393487603,13.7136801310549,14.3876683880231
2098,0.575200281482147,2.36668073462616,4.72278228890894,7.05752276565574,9.04309727958938,10.6547724970909,11.9648063835229,12.9981214240871,13.8236292794533,14.4486808636126
2099,0.587344218875089,2.33983109710013,4.68609388775748,6.99019443310328,8.9694076725647,10.5679773328404,11.8126011213605,12.8369159109143,13.5936860605638,14.2682082054327
2100,0.58003116349632,2.33583099672675,4.58223427683067,6.82351798816756,8.75744433524361,10.303036712306,11.5129632707143,12.478368660712,13.3206111797989,13.9633938099268
2101,0.570819589359217,2.27978099656538,4.49370088766896,6.63449176853426,8.50028939302273,10.0083986738456,11.2181962732033,12.1631247205112,12.9478994433447,13.6299751521015
2102,0.57605382800756,2.36469513830787,4.64942711543624,6.87201630517564,8.73986983472567,10.265227731821,11.4528394555018,12.4041278647215,13.1369667612668,13.7512815709717
2103,0.580096156266863,2.3383430650291,4.6759187262334,6.92130632545804,8.82924097609479,10.3375452460977,11.5303431211377,12.449781923846,13.1634538395012,13.7477378088048
2104,0.57011413317776,2.39837510511737,4.77734832060863,7.16454237385269,9.13018784812424,10.7052053114436,11.8793983165791,12.8154423810413,13.5437436937145,14.1523600573451
2105,0.583350013025666,2.35250617806782,4.77304577757133,7.1133530621487,9.15600741555642,10.7517997333987,11.9894375964435,12.9039770861261,13.6152352351339,14.195419414685
2106,0.563060561814718,2.4312195965717,4.88646490950461,7.37506100182361,9.49167363332259,11.1949438675945,12.4803024456977,13.4365427658304,14.1151488055155,14.7163379548251
2107,0.579288356917543,2.3259795469775,4.82877614009067,7.23285418421035,9.37135734171459,11.06812833885,12.3689545207265,13.3617812119958,14.1176569139551,14.667238585597
2108,0.577756945782387,2.30169911437781,4.54431907288882,6.92277744394946,8.94062602990576,10.59961920897,11.8729700894659,12.9172268177025,13.6660578423954,14.265133969297
2109,0.573088688145302,2.39283925613977,4.71361671809037,6.97151475595837,9.0765200388997,10.7297356986573,12.0737422469319,13.0718365916879,13.8833914899461,14.5030399068171
2110,0.579937913442068,2.37924627323335,4.83462469572328,7.15734456736877,9.13933790407211,10.8473464214253,12.184129141215,13.2171880335962,14.0230737359451,14.630793159864
2111,0.564739999987486,2.38295680480133,4.78835716501821,7.23518149641704,9.30253675484062,10.9700066655425,12.3251544038149,13.3521607118917,14.2076036031971,14.8210897726814
2112,0.592066899121224,2.29475915979413,4.62570914505734,6.94330847826253,9.01216227770635,10.612950666839,11.8707482283907,12.9159395861243,13.7398215209446,14.4651406650164
2113,0.585776131297855,2.43193760491404,4.7095040022691,7.07637116919906,9.13110026941833,10.7902959007465,12.0733352788077,13.0233120596196,13.8228807292016,14.4710501305513
2114,0.5748086946447,2.41110493164588,4.86479372317168,7.14042608062681,9.20612237885355,10.8666304898762,12.1799856900433,13.1183079436746,13.8426140817683,14.5011796327063
2115,0.570107290708256,2.44572610573335,4.98767030775974,7.49947654685906,9.53996062682392,11.2505814890443,12.5615290911691,13.5972232312792,14.3322921788903,14.900321857857
