Celtic_Sea_soda_1980_2000
1995,0.612,1.444,4.346,7.452000000000001,9.14,10.645999999999999,13.908,14.147,14.147,14.147,,,,
1995,0.8059999999999999,1.973,4.5889999999999995,7.56,9.75,11.152000000000001,13.982999999999999,14.147,14.147,14.147,,,,
1996,0.6729999999999999,1.2830000000000001,4.471,6.747000000000001,9.877,11.424000000000001,12.847999999999999,12.847999999999999,12.847999999999999,12.847999999999999,,,,
1996,0.787,1.8769999999999998,4.638999999999999,6.997000000000001,9.854,11.407,13.04,10.363,10.363,10.363,,,,
1997,0.47,1.41,4.079,7.112,9.044,11.155999999999999,13.73,13.623,13.623,13.623,,,,
1997,0.7709999999999999,2.039,4.516,7.388999999999999,9.719,11.82,14.367,13.687000000000001,13.687000000000001,13.687000000000001,,,,
1998,0.42100000000000004,1.314,4.34,6.676,9.302999999999999,11.172,12.369000000000002,14.205,17.160999999999998,14.02,,,,
1998,0.853,1.896,4.461,6.881,9.329,11.216,13.904000000000002,14.573,17.160999999999998,14.02,,,,
1999,0.778,1.5419999999999998,4.252,7.126,8.7,11.142000000000001,13.978,17.463,17.159000000000002,17.159000000000002,,,,
1999,0.993,2.0980000000000003,4.495,7.3260000000000005,8.945,11.255,13.877,15.988,15.988,17.159000000000002,,,,
2000,0.561,1.696,4.223,6.627000000000001,9.326,10.505,11.115,13.565999999999999,13.565999999999999,13.565999999999999,,,,
2000,0.863,2.541,4.629,7.042000000000001,9.502,10.66,11.745999999999999,14.475999999999999,14.72,14.72,,,,
Barents_Sea_soda_1980_2000
1980,nan,nan,0.27,0.56,1.02,1.72,3.02,4.2,5.84,7.26,8.84,9.28,14.45,15
1981,nan,nan,0.49,0.98,1.44,2.09,2.98,4.85,6.57,9.16,10.82,10.77,13.93,15
1982,nan,nan,0.37,0.66,1.35,1.99,2.93,4.24,6.46,8.51,12.24,10.78,14.04,15
1983,nan,nan,0.37,0.92,1.6,2.44,3.82,4.76,6.17,7.7,9.25,12.62,14.54,16.47
1983,nan,0.41,0.82,1.32,2.05,2.82,3.94,5.53,7.7,9.17,11.46,16.59,16.42,16.96
1984,nan,nan,0.42,1.16,1.81,2.79,3.78,4.57,6.17,7.7,9.25,,,
1984,0.09,0.25,0.75,1.19,2.23,3.42,5.03,6.48,9.5,,,,,
1984,nan,1.16,1.47,1.97,2.53,3.13,3.82,4.81,5.95,7.19,7.86,8.46,7.99,9.78
1985,nan,nan,0.41,0.88,1.6,2.81,4.06,5.83,7.68,10.12,14.29,,,
1985,0.08,0.24,0.76,1.3,19.22,3.35,5.09,7.36,6.83,11.17,,,,
1985,nan,0.34,0.99,1.43,2.14,3.27,4.68,6.05,7.73,9.86,11.87,14.16,14.17,13.52
1985,nan,nan,,,2,3.42,4.61,6.67,8.89,10.73,14.29,,,
1986,nan,nan,0.31,0.88,1.47,2.47,3.92,5.81,6.58,6.83,11,,,
1986,0.06,0.19,0.51,1.12,1.94,2.95,4.94,7.41,9.3,,,,,
1986,nan,0.3,0.67,1.34,2.04,3.14,4.6,5.78,6.7,7.52,9.74,10.68,12.86,9.59
1986,nan,nan,,,2.22,3.22,4.74,6.4,5.8,,10.84,,,
1987,nan,nan,0.21,0.5,1.25,2.05,3.43,5.14,6.52,9.3,13.15,,,
1987,0.05,0.18,0.32,0.67,1.69,2.69,3.96,8.35,10.58,13.11,,,,
1987,nan,0.24,0.48,0.88,1.66,2.72,4.35,6.21,8.78,9.78,12.5,13.75,15.12,10.43
1987,nan,nan,,,1.44,1.94,3.61,5.4,5.64,,13.15,,,
1988,nan,nan,0.21,0.4,0.79,1.9,2.98,4.39,7.81,12.11,13.11,,,
1988,0.08,0.22,0.44,0.79,1.37,2.61,4.46,5.82,,,,,,
1988,nan,0.36,0.56,0.83,1.31,2.34,3.84,6.5,8.76,9.97,11.06,14.43,19.02,12.89
1988,nan,nan,,,1.46,2.82,3.39,6.63,7.27,13.64,,,,
1989,nan,nan,0.3,0.52,0.87,1.48,2.69,4.63,7.05,9.98,9.25,,,
1989,0.07,0.22,0.4,0.93,1.43,2.2,3.13,4.65,6.8,8.96,,,,
1989,nan,0.53,0.75,0.9,1.17,1.95,3.2,4.88,7.82,9.4,11.52,11.47,,19.47
1989,nan,nan,,,1.3,1.77,2.89,4.74,8.28,9.98,,,,
1990,nan,nan,0.4,0.7,1.18,1.72,2.46,3.56,4.71,7.8,8.96,,,
1990,0.11,0.23,0.91,1.42,2.09,2.9,4.13,6.36,10.08,13.54,,,,
1990,nan,0.4,0.81,1.22,1.59,2.14,3.29,4.99,7.83,10.54,14.21,17.63,7.97,14.64
1990,nan,nan,,,1.54,2.32,2.55,3.78,4.77,8.8,,,,
1991,nan,nan,0.52,1.14,1.74,2.43,3.21,4.54,6.88,10.72,9.44,,,
1991,0.09,0.26,0.74,1.63,2.62,3.82,4.97,7.2,11.16,15.35,,,,
1991,nan,0.63,1.37,1.77,2.31,3.01,3.68,4.63,6.06,8.98,12.89,17,,14.17
1991,nan,nan,,,2.21,2.52,3.51,5.18,7.4,11.36,5.35,,,
1992,nan,nan,0.44,0.93,1.81,2.72,3.9,5.18,6.77,9.6,12.43,,,
1992,0.08,0.27,1.16,1.9,2.97,4.38,5.6,7.32,9.45,12.41,,,,
1992,nan,0.41,1.1,1.79,2.45,3.22,4.33,5.27,6.21,8.1,10.51,11.59,,15.81
1992,nan,nan,,,2.56,2.85,3.99,5.43,6.35,8.03,9.5,,,
1993,nan,nan,0.34,1.17,1.82,2.82,4.03,5.5,6.76,8.57,10.85,,,
1993,0.05,0.21,0.72,1.28,2.29,3.51,4.9,6.62,7.34,8.49,,,,
1993,nan,0.3,0.83,1.7,2.41,3.35,4.27,5.45,6.28,7.1,7.82,10.1,16.03,19.51
1993,nan,nan,,,1.79,2.58,3.55,5.31,6.21,7.69,9.28,,,
1994,nan,nan,0.24,0.75,1.42,2.41,3.82,5.42,6.63,7.63,8.11,,,
1994,0.07,0.15,0.32,0.92,1.67,2.88,4.5,6.52,8.21,9.81,,,,
1994,nan,0.3,0.82,1.37,2.23,3.35,4.27,5.56,6.86,7.45,7.98,9.53,12.16,11.45
1994,nan,nan,,,2.31,3.27,5.06,6.39,6.64,7.92,7.73,,,
1995,nan,nan,0.2,0.48,1.14,2.12,3.47,4.94,7.16,9.12,10.1,,,
1995,0.06,0.18,0.34,0.86,1.99,3.3,5.43,7.61,9.79,10.76,,,,
1995,nan,0.44,0.78,1.26,1.87,2.8,4.12,5.15,5.96,7.9,8.67,9.2,11.53,17.77
1995,nan,nan,,,2.2,3.24,4.83,5.98,7.8,10.03,10.39,,,
1996,nan,nan,0.2,0.49,0.97,2.05,3.53,5.5,7.77,10.16,10.67,,,
1996,0.06,0.19,0.44,1.03,1.83,3.33,5,8.2,10.9,11.36,,,,
1996,nan,0.29,0.9,1.15,1.67,2.58,4.08,6.04,6.62,7.96,9.36,10.55,11.41,9.51
1996,nan,nan,,,2.22,2.75,4.11,5.63,7.92,10.53,10.58,,,
1997,nan,nan,0.2,0.52,1.08,1.88,3.37,5.26,8.93,12.15,11.2,,,
1997,0.05,0.2,0.49,1.18,2.14,3.22,4.8,6.92,10.82,12.43,,,,
1997,nan,0.35,0.78,1.14,1.56,2.25,3.48,5.35,7.38,7.55,8.3,11.15,8.64,12.8
1997,nan,nan,,,2.42,2.92,3.86,5.71,9.65,13.41,,,,
1998,nan,nan,0.22,0.53,1.16,1.94,2.94,4.57,7.42,10.37,11.74,,,
1998,0.06,0.19,0.44,1.19,2.05,3.1,4.76,7.04,11.21,12.59,,,,
1998,nan,0.38,0.68,1.03,1.64,2.23,3.24,4.85,6.88,9.18,9.84,15.78,14.37,13.77
1998,nan,nan,,,1.88,2.09,2.98,5.85,7.92,9.91,11.05,,,
1999,nan,nan,0.2,0.52,1.17,2.03,3.03,4.46,6.48,10.27,10.88,,,
1999,0.06,0.18,0.37,1.21,1.92,3.06,4.38,6.13,7.84,11.54,,,,
1999,nan,0.46,0.88,1.16,1.65,2.4,3.12,4.26,6,6.52,10.64,14.05,12.67,9.2
1999,nan,nan,,,1.51,2.8,2.96,4.22,5.92,9.33,9.17,,,
2000,nan,nan,0.19,0.46,1.21,1.97,3.05,4.1,5.72,7.46,9.58,,,
2000,0.07,0.23,0.38,1.1,2.13,3.34,5.05,6.56,8.5,12.35,,,,
2000,nan,0.31,0.65,1.23,1.8,2.54,3.58,4.49,5.71,7.54,7.86,12.71,14.71,15.4
2000,nan,nan,,,1.71,2.5,3.16,3.85,5.32,7.07,7.62,,,
