year,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1959,0.028118997998812078,,,,,,,,,,,,,
1960,0.04732623823186099,0.19292200410858637,,,,,,,,,,,,
1961,0.04149040492759894,0.2356541138798649,0.5420580281286567,,,,,,,,,,,
1962,0.0408555792766138,0.2170144499473071,0.610607318367827,1.0597608116107173,,,,,,,,,,
1963,0.03505771437171511,0.19711079287153194,0.5443089607415524,1.0950365913408924,1.621872423163537,,,,,,,,,
1964,0.03406809688930541,0.1771707026584455,0.5026770519804238,0.9955320378915361,1.6382216798231537,2.1877089364878337,,,,,,,,
1965,0.03992338264597515,0.19199590224961402,0.503553880701027,0.9966690620112102,1.6042315970248393,2.300273247677364,2.8498471033440382,,,,,,,
1966,0.03573771143364931,0.1966324385551918,0.5067709511864817,0.9638724873041253,1.560223998901423,2.209563137906958,2.893852828296431,4.356049820739503,,,,,,
1967,0.020922567064823615,0.1344754909425265,0.4084372242008979,0.8008686337533375,1.292063992329569,1.8681921558155425,2.4792582714463656,4.285168344399238,5.742486856367662,,,,,
1968,0.04137796926344771,0.15197503654961486,0.4312164618207276,0.8772455729355079,1.390089655451967,1.9528648055840128,2.5558030997183256,4.130918798826061,6.031356448185789,7.432473623461014,,,,
1969,0.03245528531265356,0.18971514872636505,0.4178847417885312,0.8364381908367571,1.3811835937127404,1.934450629009472,2.4949100316154285,4.099103890649865,5.738116116253284,7.541763637796066,8.79589072197389,,,
1970,0.03293604807837783,0.16667605757615556,0.4847024802096219,0.8217727360647239,1.338627016305751,1.9299880799401055,2.482317131708782,4.078233842401996,5.758318509239221,7.327097278497402,8.948605072859301,10.042163946867753,,
1971,0.04055637359981988,0.19084381207444037,0.48991866675074214,0.9819569795235449,1.413723800363088,2.0027255450612302,2.6184427281535325,4.063294709378145,5.739521319149837,7.350843250950103,8.768031119987743,10.178221153157514,11.135782850295628,
1972,0.032240515476139237,0.18684451351192458,0.4826012746810995,0.9113127562891644,1.4950016628191993,1.9541252705479524,2.5371052516564636,4.178204436311743,5.67768691148937,7.275613666544783,8.724930223716221,9.993921113780635,11.259479292056911,12.115808102524445
1973,0.0349713453010786,0.17233988493719093,0.4929870554755428,0.9278916901708246,1.4513801483334923,2.081860445437919,2.5415420355928413,4.411911170700229,6.184505576255928,7.663375887303325,9.14753040715136,10.435182931601945,11.527351039389199,12.589717244511375
1974,0.044880832659441,0.20936088595657984,0.5227816198894821,1.028469294370771,1.5868550510243584,2.1812592505405144,2.837800535319382,4.322340395370868,6.309148503011325,8.017318108092203,9.36284629627757,10.660891669784128,11.753655010596832,12.66031477646056
