year,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1975,0.021908962954649454,0.11765712932835724,0.2944963651646903,0.538123438617785,0.8795011051313937,1.2101946317436767,1.562383982064497,2.8027534004603245,4.070210959372304,5.612695774687586,6.876757871915013,7.907230055609368,8.929116198336148,9.78024247647785
1976,0.030515061617399624,0.12807920949862575,0.3452702143626391,0.6298935992784416,0.9554765262666088,1.3580504669842008,1.716075776947582,2.8832751891135633,4.296489086217636,5.593797577542033,7.059916273007361,8.19989335048361,9.098782659583424,9.968315405340789
1977,0.02221596720073752,0.12705513929759324,0.31461925635026533,0.6227787223260791,0.9618594412135529,1.3112608347653163,1.7121215383764674,2.8684419905158802,4.1312611147817435,5.517178233750618,6.707930059138455,7.990758696044498,8.974096995102766,9.763361648476755
1978,0.016825874205712958,0.08836933754978078,0.2754080396950533,0.524342421109593,0.87033016129636,1.2127106957109484,1.5427990099763687,2.710441146958706,3.9236822223063106,5.134255061486662,6.381084057262087,7.420233677409392,8.557450993473372,9.435157483394756
1979,0.013283804463227345,0.06393574567635477,0.1914442304818837,0.43406712311249435,0.7054836591394524,1.0447030503260983,1.357245904811891,2.419965611497181,3.6363043498225167,4.787501583776474,5.870558696681526,6.974195135991228,7.899849323333747,8.926970220153548
1980,0.013748097267160305,0.056603134008125396,0.15602512418435932,0.3373668931852369,0.6188792461635716,0.8974716947520021,1.219292322724438,2.2298642972110962,3.370727497380408,4.550555700092671,5.607855774156304,6.62178220797832,7.640369433979684,8.490669391914121
1981,0.015483702471969585,0.06263593102963447,0.15293129577565973,0.306423851771899,0.5350029756867546,0.8430678344260562,1.1213900066601352,2.2087216784076125,3.3602869795303727,4.524099431440007,5.642896001413384,6.596974064893783,7.480078838585718,8.36584629253038
1982,0.013632606680943014,0.06179070573974184,0.1530703953398903,0.2856364867733347,0.4746897833247364,0.722842015085007,1.0271988800439389,1.9837110709267625,3.1979115722825804,4.344329848469745,5.423601060065116,6.416248223837535,7.263716920460587,8.059640256736058
1983,0.019287409795406985,0.0723807001397602,0.1817372665628388,0.33261443601056956,0.514823055353417,0.7436790502597627,1.0163219650319344,1.9729944568838493,3.100308084768634,4.361329045358442,5.459601259341097,6.441085587453549,7.325191881502446,8.092053784791949
1984,0.02768944408110367,0.11214902550841933,0.24289414458575645,0.4381008551557337,0.6596315361502069,0.8958815634003325,1.1668075165621978,2.1487048108150835,3.338423526596016,4.567738902496151,5.827613672471992,6.862165563881937,7.751163485481669,8.529261768172997
1985,0.020119044078527472,0.11283159162259,0.27480783439643225,0.46709977307018213,0.7124827348350807,0.9630261992420073,1.211720255116918,2.179478744481538,3.319557095106914,4.548837623395406,5.7236106382202925,6.863190990832407,7.763665763438048,8.53614089327069
1986,0.01779127544783578,0.08622639309177033,0.26047130757130615,0.4856582347239586,0.7150995998159388,0.9807147027993831,1.233752245948848,2.1919263808159006,3.2968014682151114,4.462710096057399,5.628552544271407,6.685195190195204,7.671399059661305,8.448304171871705
1987,0.018580872088475805,0.08241918079618216,0.2219011962826793,0.47529855964299644,0.7469639336595791,0.9968036782896413,1.2669067227346822,2.179441904375768,3.2583264759839636,4.377208238737446,5.475767884498764,6.531101933574957,7.481738688754029,8.38106492736326
1988,0.017189489544106512,0.08037542272918628,0.20715415230354547,0.41091512364919053,0.715522711496764,1.0051708727957314,1.2536691550347259,2.19461786517078,3.2140423533003166,4.3030386555314175,5.355775839415393,6.340090990197812,7.282009296855052,8.120109516826705
1989,0.018749372687731074,0.08123141026144094,0.212723447171563,0.4056170771150399,0.6627313507570846,1.0000691731494924,1.2944247866958956,2.258751307832943,3.3322991045253807,4.381361291556927,5.426419377431978,6.386957260600728,7.2524823649590635,8.071513553025802
1990,0.02909854176417505,0.1138914734497496,0.26685927925359787,0.495204736113459,0.7684102776071622,1.087062721129098,1.4656521412047177,2.5754039235826283,3.7367353716058376,4.893618181269337,5.944195202487723,6.937996184154419,7.816889592351964,8.58632606482131
1991,0.02892644056407254,0.14513384723958087,0.3300262214730628,0.5774377706161867,0.8854295068214939,1.2122136429486725,1.5625399703465328,2.81659987072199,4.117534470928268,5.339693688462445,6.474774486794136,7.456777226831598,8.353462048867014,9.125366143419805
1992,0.027855171976355543,0.14128626685246265,0.3788717200493371,0.6575020172862245,0.9740900911277575,1.3274659297909812,1.6746366420386956,2.904465460819083,4.33779824813015,5.671271790646339,6.841661481356017,7.879582696303987,8.74839495577325,9.522459487287488
1993,0.021998955394533285,0.11956741939677172,0.33438594343715083,0.6629358756225512,0.9895935210300907,1.3266880713564182,1.6782377763765526,3.042090653509096,4.431468178681854,5.886273633519991,7.147676549677294,8.205052680756255,9.113045276034297,9.855461317540643
1994,0.02206790779971458,0.10434158100398404,0.29971383185941974,0.607511226302201,0.9971160099732413,1.3444338281176798,1.67967475409586,2.854878605411789,4.333280410133321,5.692354533884274,7.02414833977603,8.12730432473546,9.024005088959251,9.780376101234713
1995,0.019347698757005698,0.0962062813757329,0.25730775153682917,0.534479201655826,0.8951546183630217,1.3003284296659456,1.636007024731326,2.835098364968883,4.112735561978973,5.564219791577478,6.809653815165605,7.9752430228593605,8.948873830562352,9.739713650641294
1996,0.02212152148901377,0.09700936304111159,0.25994113771256744,0.5054297129993135,0.8516132850978659,1.2469780482626065,1.6542283773784905,2.843906828082124,4.1677061878064885,5.4437427565387,6.796076347491332,7.900765640726766,8.916112504310563,9.766497371040607
1997,0.014354221261292165,0.07980999716556834,0.21225869079857818,0.42914877201171875,0.7050461738630338,1.0526981225575613,1.419512625804654,2.6096361495285443,3.851949021904866,5.110392568627718,6.263860942781992,7.482861735094602,8.489317873951869,9.424987999366131
1998,0.016220725671128488,0.06633884719017595,0.1971583928019763,0.38918868882731916,0.6506293082400744,0.9456220299243254,1.2873318011629913,2.5523966745552267,3.891371867584118,5.145184891427227,6.330308754425625,7.365845674551447,8.421133778102341,9.285681837603466
1999,0.0131263930649998,0.06200567280562422,0.15608599797176745,0.3377884833476159,0.5600686867877388,0.8299491678812728,1.1113078366377322,2.3933289269809634,3.8364537229634776,5.190716978357705,6.370873769327891,7.434238288372526,8.332252214212154,9.243282849363517
2000,0.01727449813439221,0.06571149203166687,0.17213192265097002,0.3216570918521835,0.5580122930718934,0.8109631106668546,1.092009030405781,2.341476877799786,3.8996566721674966,5.42046703828782,6.733482736413416,7.81953234826067,8.763707314517058,9.540583027094522
2001,0.020728430164150834,0.08702567041092661,0.196425355547429,0.3723475173604946,0.5766918972257932,0.8596234334314119,1.1349763201437675,2.229638567460937,3.7255724035395237,5.340673005801268,6.784403837724882,7.964911454164674,8.921426191403146,9.75477625943192
2002,0.025248196966811447,0.10998876149979478,0.26033873434061405,0.44397211864997405,0.6899476703684895,0.9425341780172262,1.2617775464464902,2.2883668883956823,3.604858450120428,5.1737057797938935,6.718006356921443,8.018357122601909,9.041618012697276,9.857533581399052
2003,0.021373022098298684,0.11085367431321111,0.27929713046794025,0.5028404376041694,0.7357013365336432,1.0164164986176214,1.2836050918139086,2.5160443975661315,3.7496833857559073,5.148939997635985,6.674792664316,8.084258998956837,9.221372263842015,10.091329623630283
2004,0.019460190710905195,0.09474843328807121,0.26873937525480557,0.5094443806787365,0.7798855713635381,1.0349767450408849,1.3219433639847018,2.4882176279649,3.9282965471249947,5.2066111126283205,6.549855937597305,7.931581188171253,9.155886889134132,10.148893949882057
2005,0.028796058819016146,0.11570727383282618,0.29321779170835816,0.5792597697117984,0.9020590752738468,1.2237301185060945,1.5051040852017608,2.681584633339756,4.083869228785484,5.607438668140107,6.855504870788666,8.098595042486467,9.324258840155997,10.375522742132333
2006,0.02760481468729135,0.14015885609778791,0.3259558086884891,0.6042288061332831,0.9736861993725896,1.3425528727675666,1.6828866551191133,3.0139939659937407,4.4173504691406995,5.903031679824462,7.390195927282033,8.54397823233844,9.650878614237573,10.709534371649324
2007,0.03910233181979296,0.17002575768482694,0.43342630085253603,0.7440839160070986,1.1296024583774127,1.5791525488476024,1.9902172212464286,3.2412457390751626,4.785711812973228,6.241747810051899,7.673704229196481,9.03212159484434,10.04772002976728,10.996902093071865
