year,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2093,0.169438893011224,0.931499339410123,2.51230296691677,4.65335365223962,6.70575456561907,8.80137557547083,10.738394428642,13.2243323972257,15.3067443236211,16.7691732497419,17.9007387480122,18.8514109808058,19.6242954681527,20.1897139070314
2094,0.156599066365131,0.912962499293362,2.32863905927395,4.36276512439564,6.63213927459883,8.58513146066706,10.4508840444113,13.0560081080755,15.1438536344712,16.8312891622224,17.9890372613532,18.871413047452,19.6045010844619,20.2045205484149
2095,0.158358618659325,0.886400643459995,2.31728531304409,4.17475992170267,6.37510493688115,8.55840345905142,10.3091131208087,12.8666473129004,15.0543021789963,16.7422549176007,18.0724166799375,18.9698521823406,19.6463368693165,20.2037756158258
2096,0.158241274409323,0.892211477123424,2.27944535172283,4.16639759956302,6.19117743403683,8.32958554634092,10.2966016542021,12.7252909072606,14.8580778088878,16.612254916402,17.9304403277738,18.9544998199501,19.6547443418636,20.1786831710296
2097,0.213864693834862,1.02392709026108,2.49997368257033,4.40268332512798,6.5216338707783,8.54141718913321,10.5160518786318,12.8706929346364,14.9247733835153,16.660909580612,18.0508633010892,19.0761120920762,19.8624237166136,20.3953622342081
2098,0.160366136219584,1.03713681409452,2.48242691201813,4.36936631995843,6.40552880000034,8.44168422639116,10.2519579580259,12.8557410237346,14.8364962028474,16.5038445272569,17.8775368264446,18.9572334212611,19.7480804000101,20.3717001268686
2099,0.175380805254488,0.936999379197858,2.56698087105386,4.43431510280309,6.47351778071384,8.44853781230595,10.288951096153,12.7388781430902,14.9306359962357,16.5355278432401,17.852940137589,18.9185670235982,19.7449506194575,20.3445101141621
2100,0.218294229197713,1.08169335772321,2.58055599329113,4.75719545245171,6.80728526337838,8.81471930830706,10.6251222553932,12.8862907548873,14.9531136154785,16.7313871197611,17.9995158222734,19.0221310742905,19.8384608330106,20.4653719195993
2180,0.187271244637034,1.23127855104336,2.92029128545768,5.03875438678701,7.41669585867927,9.76765903660273,11.6853845098074,14.1362370646745,15.8533093061282,17.3813370582067,18.5839392914382,19.4503021244679,20.1372365715298,20.7122301873537
2181,0.20381685217836,1.08080427487832,2.96617566883016,5.08740282388207,7.32243283545049,9.57810035982368,11.6560448445695,13.9962137029846,15.9944808885215,17.3513139066013,18.5339092464784,19.4682331028493,20.1407774509881,20.6767776628636
2182,0.231215088582865,1.1905764885158,2.84808759924734,5.2789065787473,7.53601607456553,9.67752142672004,11.6944437975361,13.9744369787091,15.8821400890833,17.4587602688754,18.5122817852235,19.4392709973278,20.1640486220183,20.6871512395113
2183,0.195181783922873,1.17635093692163,2.878647214199,4.97040300289981,7.52037884833579,9.6448719320222,11.535256027523,13.7940956195685,15.6336499807112,17.1315876630893,18.4087588492466,19.2538737689734,19.9909229604361,20.565222879358
2184,0.234910496043879,1.16887196942782,2.9846536428951,5.15827230107814,7.38482207312498,9.81068984652012,11.6920964003798,13.7316769416998,15.5536701408638,17.0049632001703,18.1863729656183,19.2146068953665,19.9040888686188,20.5016759011252
2185,0.207112742095289,1.21758491484554,2.90124448305048,5.20237361674404,7.49827033007898,9.6198419650317,11.7768678921749,14.0527332697717,15.7251236319296,17.1754685636441,18.3060019405297,19.2121042293179,19.9913326614431,20.5163686736992
2186,0.224434042614593,1.1860617623758,3.03306878945235,5.18038335141396,7.62368989937187,9.80996580103565,11.7002309976974,14.1236052507795,15.9907907958678,17.3227210370195,18.4547092405308,19.3239333787538,20.0130253469503,20.6085558662248
2187,0.21874749321642,1.2202119798328,2.97050700807523,5.31235239033762,7.5820606428998,9.90468409341303,11.845282270946,13.9708836238745,15.9388566733006,17.4072389762517,18.4488446261988,19.3350330994682,20.008808301006,20.5598217200522
2188,0.269689623691191,1.31640914063849,3.18464686748929,5.44265587849323,7.94161377264516,10.1114228184338,12.1832605444838,14.0493940904302,15.7655710592894,17.3064221224234,18.4527804269638,19.2824948877552,19.9991148871694,20.5462190572623
2189,0.239008665281051,1.3818504533372,3.23150058939583,5.57486500653932,7.94788627281104,10.3112669922112,12.2307753669265,14.5137977428476,16.0467961754704,17.4196588354198,18.6266726032143,19.5108289464228,20.1440624337484,20.6867478991682
2190,0.185075439807152,1.17093641218302,3.11563551564597,5.36360303634206,7.77335839293847,9.9834493574131,12.0480942694148,14.505631356197,16.3873224513967,17.6167873434705,18.6981102416751,19.6351035669917,20.3140375474842,20.796682140447
2191,0.147821551368232,0.933642975635886,2.64633000316677,4.9995329955951,7.28421053367291,9.50490404892278,11.4181751515436,14.2160842842876,16.2336012670022,17.731641636712,18.6920588673341,19.5260796748649,20.2413531857667,20.7665109904575
2192,0.187200185108178,0.93024408981058,2.45996395203206,4.69218635584944,7.18787937580763,9.35186094789738,11.3171161576854,13.7700550374829,16.0726357071863,17.6746860398186,18.8384497751691,19.5743757291615,20.207528091011,20.7506030405306
2193,0.211985416089255,1.09463528393875,2.53042915666083,4.56698016146669,6.98383179081304,9.37155237011078,11.294296622263,13.6023053677472,15.606379712629,17.4237536658626,18.7032686583118,19.6395270391903,20.226619928323,20.7288289541122
2194,0.229388862912089,1.20647956331572,2.85778105264624,4.75375705192841,6.98756898230084,9.33897019253538,11.485994344231,13.6843149280864,15.5836805640957,17.1785655228441,18.6143106208962,19.6202338173817,20.3630373962863,20.8297832593115
2195,0.16028019175132,1.08062607288584,2.75981290540428,4.80113100015152,6.79164160630718,8.91424738009566,10.9966147197274,13.6912384313153,15.4911922959349,16.9986092746234,18.2360272910283,19.3518612778492,20.1339707350304,20.7330629955586
2196,0.227172669133746,1.04478617949395,2.7900371275685,4.94111656371513,7.10859627733663,9.01233745377119,10.9086778020333,13.0234243583647,15.2375247224298,16.749241437296,18.0024017034599,19.0181593320383,19.9250781400086,20.5741278099584
2197,0.247613590508614,1.29072347698486,2.85069999436837,5.15484493364455,7.48526246200568,9.58915603394741,11.3181138780803,13.4746163280608,15.250292323468,17.0454059236682,18.2402604928958,19.2144577159672,19.9943262979455,20.6838130647718
2198,0.197608885998703,1.21612584718071,3.01368969573675,4.95697442595988,7.37200930816258,9.56381336940691,11.4169195456692,13.7168278796292,15.507923246046,16.9380806321285,18.3500375061759,19.273470761557,20.0176660665844,20.608181475544
2199,0.185994787210272,1.05943941404837,2.85714368996902,5.07293859187405,7.09697801025006,9.37030707609803,11.2961452262749,13.5206854436278,15.4033829469235,16.8571817639968,18.0293468380959,19.1703525576899,19.9086830192415,20.5003785454735
2200,0.218767284221901,1.10961236829118,2.75899438248329,5.0695347926562,7.41381371982427,9.34362834214748,11.3706106622313,13.550973414463,15.3577620987415,16.8788805523528,18.0365526351166,18.9819261927143,19.8922679892911,20.4874913800323
